date,region,store,units,price,salesrep,endcap,demo,demo13,demo45,natural,fitness
5/18/2010,SW,Forest,225.12906,4.0733333,0,0,0,0,0,1,3
5/25/2010,SW,Forest,180.17532,4.0733333,0,0,0,0,0,1,3
6/1/2010,SW,Forest,243.54639,3.99,0,0,0,0,0,1,3
6/8/2010,SW,Forest,237.60448,4.5614285,0,0,0,0,0,1,3
6/15/2010,SW,Forest,191.12372,3.99,0,0,0,0,0,1,3
6/22/2010,SW,Forest,254.32043,3.99,0,0,0,0,0,1,3
6/29/2010,SW,Forest,217.85736,3.99,0,0,0,0,0,1,3
7/6/2010,SW,Forest,200.95126,4.3899999,0,0,0,0,0,1,3
7/13/2010,SW,Forest,120.85052,4.3899999,0,0,0,0,0,1,3
5/4/2010,SW,Lamar,273.49384,4.3899999,0,0,0,0,0,0,5
5/11/2010,SW,Lamar,92.088577,4.3899999,0,0,0,0,0,0,5
5/18/2010,SW,Lamar,213.75089,3.8399999,0,0,0,0,0,0,5
5/25/2010,SW,Lamar,132.54349,3.8399999,0,0,0,0,0,0,5
6/1/2010,SW,Lamar,218.02628,3.9445455,0,0,0,0,0,0,5
6/8/2010,SW,Lamar,227.0336,4.7172728,0,0,0,0,0,0,5
6/15/2010,SW,Lamar,85.514252,4.7172728,0,0,0,0,0,0,5
6/22/2010,SW,Lamar,126.25584,4.7172728,0,0,0,0,0,0,5
6/29/2010,SW,Lamar,201.41866,4.7172728,0,0,0,0,0,0,5
7/6/2010,SW,Lamar,108.88387,4.5354548,0,0,0,0,0,0,5
7/13/2010,SW,Lamar,206.90463,4.5354548,0,0,0,0,0,0,5
5/4/2010,SW,Parkway (aka Arlington),131.66975,3.99,0,0,0,0,0,2,1
5/11/2010,SW,Parkway (aka Arlington),140.28214,3.99,0,0,0,0,0,2,1
5/18/2010,SW,Parkway (aka Arlington),187.40269,3.74,0,0,0,0,0,2,1
5/25/2010,SW,Parkway (aka Arlington),190.10765,3.74,0,0,0,0,0,2,1
6/1/2010,SW,Parkway (aka Arlington),148.6691,3.74,0,0,0,0,0,2,1
6/8/2010,SW,Parkway (aka Arlington),174.01389,4.4344444,0,0,0,0,0,2,1
6/15/2010,SW,Parkway (aka Arlington),230.16782,3.99,0,0,0,0,0,2,1
6/22/2010,SW,Parkway (aka Arlington),103.59669,3.99,0,0,0,0,0,2,1
6/29/2010,SW,Parkway (aka Arlington),181.25128,3.99,0,0,0,0,0,2,1
7/6/2010,SW,Parkway (aka Arlington),134.42583,4.5900002,0,0,0,0,0,2,1
7/13/2010,SW,Parkway (aka Arlington),143.39206,4.5900002,0,0,0,0,0,2,1
5/4/2010,SW,Plano,136.50867,3.99,0,0,0,0,0,1,1
5/11/2010,SW,Plano,221.58174,3.99,0,0,0,0,0,1,1
5/18/2010,SW,Plano,231.25145,3.7757144,0,0,0,0,0,1,1
5/25/2010,SW,Plano,136.01134,3.7757144,0,0,0,0,0,1,1
6/1/2010,SW,Plano,213.82002,3.7042856,0,0,0,0,0,1,1
6/8/2010,SW,Plano,155.71857,3.99,0,0,0,0,0,1,1
6/15/2010,SW,Plano,196.5788,3.99,0,0,0,0,0,1,1
6/22/2010,SW,Plano,147.89413,3.99,0,0,0,0,0,1,1
6/29/2010,SW,Plano,218.2204,3.99,0,0,0,0,0,1,1
7/6/2010,SW,Plano,182.41422,3.7757144,0,0,0,0,0,1,1
7/13/2010,SW,Plano,114.82583,3.7757144,0,0,0,0,0,1,1
5/4/2010,SW,Veterans,81.346046,4.3899999,0,0,0,0,0,0,1
5/11/2010,SW,Veterans,292.95709,4.3899999,0,0,0,0,0,0,1
5/18/2010,SW,Veterans,113.45746,3.8399999,0,0,0,0,0,0,1
5/25/2010,SW,Veterans,200.75526,3.8399999,0,0,0,0,0,0,1
6/1/2010,SW,Veterans,254.3596,3.8399999,0,0,0,0,0,0,1
6/8/2010,SW,Veterans,201.02925,4.3899999,0,0,0,0,0,0,1
6/15/2010,SW,Veterans,192.68515,4.3899999,0,0,0,0,0,0,1
6/22/2010,SW,Veterans,173.72089,4.3899999,0,0,0,0,0,0,1
6/29/2010,SW,Veterans,278.58289,4.3899999,0,0,0,0,0,0,1
7/6/2010,SW,Veterans,122.22977,4.1900001,0,0,0,0,0,0,1
7/13/2010,SW,Veterans,166.89302,4.1900001,0,0,0,0,0,0,1
